"Place Name", "Latitude", "Longitude"
"Brattleboro, VT",42.8509152,-72.5578678
"Black River Falls, WI",44.2946833,-90.8515311
"New Richmond, WI",45.1230213,-92.5365865
"Garden City, KS",37.9716898,-100.8726618
"Oakley, KS",39.1333410,-100.8637593
"Laytonsville, MD",39.21205040,-77.14275870
"St. Joseph, MO",39.7577778,-94.83638890
"Rancocas, NJ",40.01066740,-74.8668320
"Todd Mission, TX",30.26159940,-95.830228399
"Novato, CA",38.1074198,-122.5697032
"Cape Vincent, NY",44.1278299,-76.3330006
"Bronte, TX",31.8873671,-100.2917601
"Water Valley, TX",31.6676509,-100.7170481
"Wakefield, VA",36.9682064,-76.989683
"Wasilla, AK",61.5813889,-149.4394444
"Fairfield, CA",38.24935809,-122.0399663
"South Lake Tahoe, CA",38.933241,-119.9843482
"Tahoe City, CA",39.15027779,-120.1497222
"Ho-Ho-Kus, NJ",40.99648634,-74.101253
"Woodcliff, NJ",41.0194399,-74.0439659
"cookeville, TN",36.162839,-85.5016423
"College Station, TX",30.627977,-96.3344068
"Crockett, TX",31.3182359,-95.4566136
"St. Jo, TX",33.6947222,-97.5236111
"Waxahachie, TX",32.3865312,-96.8483311
"Chesapeake, VA",36.7682088,-76.2874927
"Virginia Beach, VA",36.8529263,-75.977985
"Grand Canyon National Park, AZ",36.3551644,-112.6612088
"Brooklyn Center, MN",45.076076,-93.3327283
"Cookeville, TN",36.162839,-85.5016423
"Florence, TX",30.8412954,-97.7936268
"Fairview, UT",39.626351,-111.4396325
"Falls Church, VA",38.882334,-77.1710914
"Grand Canyon Village, AZ",36.0544445,-112.1401108
"Carmichael, CA",38.617127,-121.3282843
"Durango, CO",37.27528,-107.8800667
"Upper Marlboro, MD",38.8159473,-76.7496909
"Hinckley, MN",46.01451,-92.938386
"Belmar, NJ",40.1784471,-74.0218037
"Rouses Point, NY",44.9939279,-73.3648557
"Florence, OR",43.9826214,-124.0998409
"Roseburg, OR",43.216505,-123.3417381
"Tigard, OR",45.4312294,-122.7714861
"Ludlow, VT",43.3959056,-72.7006518
"Middlebury, VT",44.0153371,-73.16734
"Williston, VT",44.4454432,-73.099194
"Old Sacramento, CA",38.5734401,-121.5105925
"Pauma Valley, CA",33.30333,-116.98056
"Chariton, IA",41.017594,-93.309862
"Hurricane, UT",37.1752607,-113.2899484
"Levan, UT",39.5585686,-111.8618734
"Granite Falls, WA",48.0839895,-121.968742
"Oakville, WA",46.8403765,-123.2323686
"Arcadia, FL",27.2158826,-81.8584164
"Deltona, FL",28.9005446,-81.2636738
"St. Petersburg, FL",27.7730556,-82.64000
"Sandy Springs, GA",33.9242688,-84.3785379
"Easton, MD",38.7742826,-76.0763305
"Canal Winchester, OH",39.8466556,-82.8123646
"Chino Valley, AZ",34.7575227,-112.4537809
"Valley Center, CA",33.2183701,-117.0341967
"Miccosukee, FL",30.5946435,-84.041281
"Dighton, KS",38.4819612,-100.4670844
"Emporia, KS",38.403903,-96.1816626
"Stilwell, KS",38.7691755,-94.6563454
"Tribune, KS",38.4697378,-101.7526723
"Clarksville, MD",39.2061962,-76.9455664
"Harvard, MA",42.5,-71.5833333
"Clinton, MO",38.3686324,-93.7782689
"Rhineland, MO",38.7175443,-91.517388
"St. Charles, MO",38.7833333,-90.5166667
"Kingston, NY",41.9270367,-73.9973608
"Berea, OH",41.3661614,-81.8543026
"Grove City, OH",39.8814519,-83.0929644
"Hilliard, OH",40.0333961,-83.1582451
"London, OH",39.8864493,-83.4482529
"Yellow Spring, OH",39.8064486,-83.886874
"Waller, TX",30.0566085,-95.9268986
"Suffolk, VA",36.7282054,-76.5835621
"Nelson, WI",44.4202448,-92.0082223
"Marina, CA",36.6844029,-121.802173
"Poway, CA",32.9628232,-117.0358646
"Vail, CO",39.6402638,-106.3741955
"Boca Raton, FL",26.3586885,-80.0830984
"Miami, FL",25.7889689,-80.2264393
"Quincy, FL",30.5871392,-84.5832453
"Troutdale, OR",45.5392862,-122.3873133
"Clearview, WA",47.833889,-122.124722
"Everett, WA",47.9789848,-122.2020794
"Maltby, WA",47.8050984,-122.1131816
"Newcastle, WA",47.5389889,-122.1556769
"Granite Bay, CA",38.7632345,-121.1638361
"Oakland, CA",37.8043637,-122.2711137
"Salinas, CA",36.6777372,-121.6555013
"Scotts Valley, CA",37.0510595,-122.0146841
"Olney, IL",38.7308811,-88.0853154
"Plymouth, NH",43.7570196,-71.6881528
"Harrisville, UT",41.2813323,-111.9882754
"West Point, VA",37.5315335,-76.7963504
"Ajo, AZ",32.3717248,-112.86071
"Mountain Home, AR",36.3353449,-92.3851593
"Napa, CA",38.3047222,-122.2988889
"Palmdale, CA",34.5794343,-118.1164613
"Winters, CA",38.5249065,-121.9708017
"Fort Myers, FL",26.640628,-81.8723084
"College Park, MD",38.9896967,-76.93776
"Hyattsville, MD",38.9559442,-76.9455301
"Severna Park, MD",39.070388,-76.5452409
"Meridian, MS",32.3643098,-88.703656
"Platte City, MO",39.3702773,-94.7824609
"Spencer, NE",42.8738877,-98.7014753
"Hornell, NY",42.3278477,-77.6611025
"Asheville, NC",35.6009452,-82.554015
"Lumberton, NC",34.6182199,-79.0086424
"Beaverton, OR",45.487062,-122.8037102
"Christoval, TX",31.1935006,-100.4987052
"Howe, TX",33.5087196,-96.6122117
"Mertzon, TX",31.2618316,-100.8173263
"North Salt Lake, UT",40.8485564,-111.9068824
"Panguitch, UT",37.8227551,-112.4357638
"Lovettsvile, VA",39.2726017,-77.636657
"Manassas, VA",38.7509488,-77.4752667
"Casa Grande, AZ",32.8795022,-111.7573521
"Queen Creek, AZ",33.2486638,-111.6342993
"Felton, CA",37.0513374,-122.0732973
"Fairplay, CO",39.2247125,-106.0019618
"Gunnison, CO",38.5458246,-106.9253207
"Kremmling, CO",40.0588744,-106.3889199
"Leadville, CO",39.2508229,-106.2925238
"Paonia, CO",38.8683204,-107.5920017
"Florida City, FL",25.4478898,-80.4792237
"Key West, FL",24.5557025,-81.7825914
"Kihei, HI",20.7591667,-156.4572222
"Taylorvile, IL",39.548935,-89.294533
"Mandeville, LA",30.3582506,-90.0656311
"Forest Hills, NY",40.718106,-73.8448469
"Montauk, NY",41.0359353,-71.9545146
"Wellsville, NY",42.1220124,-77.9480575
"West Greenwich, RI",41.6285498,-71.6638132
"Mt. Vernon, WA",48.421216,-122.3340474
"North Stonington, CT",41.4694444,-71.8713889
"Newark, DE",39.6837226,-75.7496572
"Kalamazoo, MI",42.2917069,-85.5872286
"Portage, MI",42.2011538,-85.5800022
"Moose Lake, MN",46.4513889,-92.7666667
"Stillwater, MN",45.0565,-92.822175
"Philadelphia, PA",39.952335,-75.163789
"Marana, AZ",32.436381,-111.2224422
"Annapolis, MD",38.9784453,-76.4921829
"Ellicott City, MD",39.2673283,-76.7983067
"Vicksburg, MI",42.1200456,-85.532775
"Dayton, OH",39.7589478,-84.1916069
"Banks, OR",45.6187245,-123.1142758
"Saginaw, TX",32.8601275,-97.3639068
"Brigham City, UT",41.5102129,-112.0155015
"Sedro Woolley, WA",48.50389,-122.23611
"Longmont, CO",40.1672068,-105.1019275
"Niwot, CO",40.103874,-105.1708193
"San Antonio, FL",28.3361142,-82.2745307
"St. Augustine Beach, FL",29.842092,-81.271067
"Mt. Carmel, IL",38.4108801,-87.7614174
"Mt. Vernon, IL",38.3172714,-88.9031201
"Indianola, IA",41.3580484,-93.5574376
"Herington, KS",38.671119,-96.9425139
"Saint Paul, MN",44.95370293,-93.0899578
"Scio, NY",42.1714573,-77.9786147
"Columbus, OH",39.9611755,-82.9987942
"Galeton, PA",41.7331245,-77.641931
"Jersey Shore, PA",41.2020171,-77.2644152
"Nokesville, VA",38.698729,-77.5797119
"Buena Vista, CO",38.8422178,-106.1311288
"Delta, CO",38.7422062,-108.0689582
"Brandenton, FL",27.4989278,-82.5748194
"Fort Pierce, FL",27.4467056,-80.3256056
"Plantation, FL",26.1275862,-80.2331036
"Williamsport, MD",39.6006523,-77.8205508
"Hermann, MO",38.7042119,-91.4373844
"Ronkonkoma, NY",40.803456,-73.1248729
"Blowing Rock, NC",36.135129,-81.6776059
"Netarts, OR",45.4348252,-123.9459611
"Marathon, TX",30.2051688,-103.2446205
"Waitsfield, VT",44.1888889,-72.8125
"Byers, CO",39.7113708,-104.2277358
"Frankfort, MI",44.6336096,-86.2345396
"Drummond, MT",46.6674305,-113.1472857
"Missoula, MT",46.8605189,-114.019501
"West Glacier, MT",48.4999666,-113.978729
"Evanston, WY",41.2682794,-110.9632373
"Frisco, CO",39.5744309,-106.0975203
"Onawa, IA",42.0275,-96.0963889
"Chester, MD",38.9753903,-76.2893991
"Salisbury, MD",38.3606736,-75.5993692
"Stevensville, MD",38.9806679,-76.3143999
"Pine River, MN",46.7180163,-94.4041625
"Worthington, MN",43.623348,-95.5952
"West Yellowstone, MT",44.6621493,-111.1041092
"Morristown, NJ",40.7967667,-74.4815438
"Zebulon, NC",35.8243208,-78.3147199
"Wahpeton, ND",46.2652367,-96.6059072
"Plain City, OH",40.1075615,-83.2674165
"Westerville, OH",40.1261743,-82.9290695
"Lyons, PA",40.4820386,-75.757694
"Sioux Falls, SD",43.5499749,-96.700327
"Watertown, SD",44.8994088,-97.1150732
"Sugar Land, TX",29.6196787,-95.6349463
"Kamas, UT",40.643007,-111.2807384
"Mill Creek, WA",47.8600971,-122.2042966
"Newport Beach, CA",33.6189101,-117.9289469
"Falcon, CO",38.9330494,-104.6085826
"Kawaihea, HI",20.04421,-155.827393
"Joplin, MO",37.0842271,-94.513281
"Vineland, NJ",39.4863773,-75.0259637
"Purcellville, VA",39.1367717,-77.7147153
"Carmel Valley, CA",36.4799184,-121.7328075
"King George, VA",38.2664512,-77.1807842
"Manheim, PA",40.1634279,-76.3949614
"Mint Spring, VA",38.0745774,-79.1008624
"Borrego Springs, CA",33.2558717,-116.375012
"Descanso, CA",32.8528287,-116.6158525
"Ft. Davis, TX",30.588211,-103.894625
"Colorado City, CO",37.9452861,-104.8352628
"Cuchara, CO",37.379167,-105.099722
"La Veta, CO",37.5050118,-105.0077747
"Trinidad, CO",37.1694632,-104.5005407
"Walsenburg, CO",37.6241793,-104.7802645
"Orlando, FL",28.5383355,-81.3792365
"Raton, NM",36.9033581,-104.4391532
"Morgantown, PA",40.1552847,-75.8899408
"Brock, TX",32.675804,-97.94059
"Fairfax, VA",38.8462236,-77.3063733
"Gainesville, VA",38.7956706,-77.6138802
"Cosmopolis, WA",46.9553719,-123.7737763
"Irondale, AL",33.5381601,-86.7072102
"Sunsites, AZ",31.9416017,-109.8323822
"Bishop, CA",37.3635404,-118.3951101
"Chico, CA",39.7284944,-121.8374777
"El Cerrito, CA",37.9161326,-122.310765
"San Rafael, CA",37.9735346,-122.5310874
"Sierra Madre, CA",34.1616729,-118.0528456
"davis, CA",38.5449065,-121.7405167
"Kailua-Kona, HI",19.6405556,-155.9955556
"Lexington, KY",38.0405837,-84.5037164
"Hopewell, NJ",40.3333333,-74.8163889
"Nags Head, NC",35.9573922,-75.6240619
"Swan Quarter, NC",35.4062391,-76.3289376
"Toano, VA",37.3798686,-76.8041276
"Safford, AZ",32.8339546,-109.70758
"Los Angeles, CA",34.0522342,-118.2436849
"Cromwell, CT",41.6235809,-72.6505957
"Myersville, MD",39.5051006,-77.5663773
"Spring Arbor, MI",42.2263911,-84.5172428
"West Homestead, PA",40.3939581,-79.9119946
"Greenville, SC",34.8526176,-82.3940104
"Temple, TX",31.0982344,-97.342782
"Clinton, UT",41.139666,-112.0504983
"Menlo Park, CA",37.4538274,-122.1821871
"Largo, FL",27.9094665,-82.7873244
"Battle Creek, MI",42.3211522,-85.1797142
"West Babylon, NY",40.718155,-73.354287
"Black Mountain, NC",35.6178951,-82.3212302
"Morrisville, NC",35.823483,-78.8255621
"Southport, NC",33.921563,-78.0202677
"Woodstock, VT",43.6242442,-72.5185112
"Hanover, VA",37.7665686,-77.3702444
"Stony Creek, VA",36.9479277,-77.4008113
"Port Orchard, WA",47.5403732,-122.6362492
"Greenfield, CA",36.3207998,-121.2438138
"Mill Valley, CA",37.9060368,-122.5449763
"Sausalito, CA",37.8590937,-122.4852507
"Ukiah, CA",39.1501709,-123.2077831
"Jupiter, FL",26.9342246,-80.0942087
"Zephyrhills, FL",28.2336196,-82.1811947
"Olney, MD",39.1531627,-77.066923
"Lexington, MA",42.4430372,-71.2289641
"Union City, MI",42.0667135,-85.1360882
"Biscoe, NC",35.3598626,-79.7797613
"Dobson, NC",36.3956891,-80.722567
"Hillsborough, NC",36.0754183,-79.0997347
"Uniontown, OH",40.9750568,-81.4081673
"Paris, TX",33.6609389,-95.555513
"Alexandria, VA",38.8048355,-77.0469214
"Glendale, WI",43.135288,-87.9356423
"Cheyenne, WY",41.1399814,-104.8202462
"Millbrae, CA",37.5985468,-122.3871942
"Greenfield, IN",39.785043,-85.7694226
"Gaithersburg, MD",39.1434406,-77.2013705
"Celo, NC",35.8551177,-82.1978994
"Bismarck, ND",46.8083268,-100.7837392
"Huntington Beach, CA",33.660297,-117.9992265
"Mt. Shasta, CA",41.3098746,-122.3105666
"Kellogg, ID",47.5382565,-116.1193327
"Broken Bow, OK",34.0292764,-94.7391045
"Cannon Beach, OR",45.8917738,-123.9615274
"Carlisle, PA",40.2025,-77.195
"Valley View (17983), PA",40.6459202,-76.5391275
"Manchester, TN",35.4817431,-86.0885993
"Fort Davis, TX",30.5882111,-103.8946253
"Midlothian, TX",32.482361,-96.9944489
"Mt. Pleasant, UT",39.5469073,-111.4554659
"Othello, WA",46.8259742,-119.1752913
"Apache Junction, AZ",33.4150485,-111.5495777
"Palm Springs, CA",33.8302961,-116.5452921
"Eustis, FL",28.8527675,-81.6853534
"Maxville, FL",30.1988511,-82.0091241
"Princeton, NJ",40.3572976,-74.6672226
"Wilmington, NC",34.2257255,-77.9447102
"Dayton, OR",45.2206728,-123.0762134
"Putney, VT",42.975268,-72.5217237
"Anniston, AL",33.6598257,-85.8316318
"Leeds, AL",33.5481597,-86.5444288
"Moody, AL",33.5909365,-86.4908168
"Subiaco, AR",35.2928653,-93.6346359
"Cloverdale, CA",38.8054624,-123.0172227
"Garberville, CA",40.1000828,-123.79492
"Palo Alto, CA",37.4418834,-122.1430195
"San Mateo, CA",37.5629917,-122.3255254
"Saratoga, CA",37.2638324,-122.0230146
"Woodside, CA",37.4299388,-122.2538557
"Yosemite Valley, CA",37.7455701,-119.5936038
"Oakland, FL",28.555001,-81.6331299
"Williamson, GA",33.1823419,-84.3615902
"Conway, NH",43.9791831,-71.1203479
"Milford, NJ",40.5687128,-75.0946169
"Alfalfa, OR",44.0775,-121.01583
"Lincoln City, OR",44.9581644,-124.0178914
"Sunriver, OR",43.8840067,-121.4386404
"Sisseton, SD",45.6646815,-97.0498046
"Orange, VA",38.2454106,-78.1108342
"Los Altos, CA",37.3852183,-122.1141298
"Mammoth Lakes, CA",37.648546,-118.972079
"Winter Garden, FL",28.5652787,-81.5861847
"Guyton, GA",32.3363045,-81.3914992
"Columbus, IN",39.2014404,-85.9213796
"Manhattan, KS",39.1836082,-96.5716694
"Louisville, KY",38.2526647,-85.7584557
"Deshler, NE",40.1408402,-97.7228191
"Falls City, NE",40.0608352,-95.6019294
"O'Neill, NE",42.4576723,-98.6478882
"Valentine, NE",42.8727833,-100.5509669
"Topaz Lake, NV",38.6748077,-119.5397706
"Graham, NC",36.0690258,-79.4005756
"Athens, OH",39.3292396,-82.1012554
"Lebanon, OH",39.4353373,-84.2029922
"Hodgen, OK",34.8417683,-94.6313374
"Troy, TX",31.2068421,-97.3027824
"Greenwich, CT",41.0262417,-73.6281964
"Two Harbors, MN",47.0227111,-91.6707322
"Seaside, OR",45.9931636,-123.9226385
"Staunton, VA",38.149576,-79.0716958
"Sumner, WA",47.2031566,-122.2403966
"Dardanelle, AR",35.2231408,-93.1579532
"Del Rey Oaks, CA",36.5932934,-121.8349515
"Frazier Park, CA",34.8227556,-118.9448219
"Stanford, CA",37.424106,-122.1660756
"Stonington, CT",41.3358915,-71.9058854
"Peculiar, MO",38.7191764,-94.4585625
"Littleton, NC",36.4345934,-77.9119317
"Bridgewater, VA",38.3820706,-78.976696
"Clarksville, VA",36.6240297,-78.5569449
"Lexington, VA",37.7840208,-79.4428157
"arlington, VA",38.8799697,-77.1067698
"Redding, CA",40.5865396,-122.3916754
"Bennett, CO",39.7588736,-104.4274609
"Koloa, Kauai, HI",21.9066667,-159.4691667
"Indianapolis, IN",39.768403,-86.158068
"Davenport, IA",41.5236437,-90.5776367
"Gardner, KS",38.8108408,-94.9271868
"portage, MI",42.2011538,-85.5800022
"Stillwater, OK",36.1156071,-97.0583681
"Herndon, VA",38.9695545,-77.3860976
"Vienna, VA",38.9012225,-77.2652604
"Buckeye, AZ",33.3703197,-112.5837766
"Conway, AR",35.0886963,-92.4421011
"Woods Hole, MA",41.5264977,-70.6730857
"Childersburg, AL",33.2781686,-86.3549774
"Camarillo, CA",34.2163937,-119.0376023
"Carpinteria, CA",34.3988838,-119.5184564
"Ketchum, ID",43.6807402,-114.3636619
"Stanley, ID",44.2166667,-114.9377778
"Nichols, IA",41.4811351,-91.3076576
"Lawrence, KS",38.9716689,-95.2352501
"Runnemede, NJ",39.8523358,-75.0679497
"Rock Creek, OR",44.9141667,-118.0358333
"Boalsburg, PA",40.7756184,-77.7924992
"Grand Saline, TX",32.6734636,-95.7094069
"Kanab, UT",37.0474855,-112.5263145
"Scottsville, VA",37.798754,-78.4955648
"Fairbanks, AK",64.8377778,-147.7163889
"Glenallen, AK",62.1097214,-145.557302
"Palmer, AK",61.5997222,-149.1127778
"Valdez, AK",61.1308333,-146.3483333
"Anchor Bay, CA",38.8026883,-123.5777894
"Lakeport, CA",39.0429506,-122.9158293
"Atlanta, GA",33.7489954,-84.3879824
"Lexington Park, MD",38.2600399,-76.456787
"Frenchglen, OR",42.8279687,-118.9152153
"Hines, OR",43.5640385,-119.0810482
"Blue Ridge, TX",33.2978909,-96.4016498
"Lynchburg, VA",37.4137536,-79.1422464
"Bellemont, AZ",35.2380657,-111.8334974
"Sedona, AZ",34.8697395,-111.7609896
"Daly City, CA",37.6879241,-122.4702079
"Martinez, CA",38.0193657,-122.1341321
"Weeki Wachee, FL",28.5155513,-82.5728769
"McDonough, GA",33.4473361,-84.1468616
"Waikiki, HI",21.285002,-157.835698
"Garnett, KS",38.2805772,-95.2419192
"Ocean City, MD",38.3365032,-75.0849058
"Adrian, MI",41.8975471,-84.0371659
"Minneapolis, MN",44.983334,-93.26667
"Norman, OK",35.2225668,-97.4394777
"Coraopolis, PA",40.5184013,-80.1667247
"Clarksville, TN",36.5297706,-87.3594528
"Aberdeen, WA",46.9753708,-123.8157218
"Anacortes, WA",48.5126045,-122.6126718
"Burlington, WA",48.4756621,-122.3254375
"Clarkston, WA",46.4162723,-117.0451581
"E. Wenatchee, WA",47.4156824,-120.2931263
"Ilwaco, WA",46.3089891,-124.0432099
"Kennewick, WA",46.2112458,-119.1372338
"Mercer  Island, WA",47.5706548,-122.2220673
"Republic, WA",48.6482183,-118.7378067
"White Salmon, WA",45.7276194,-121.4864619
"Sonora, CA",37.9829496,-120.3821724
"Concord, MA",42.4603719,-71.3489484
"Kansas City, MO",39.0997265,-94.5785667
"Miller, MO",37.2147751,-93.8399313
"New Egypt, NJ",40.0676135,-74.5307093
"Canandaigua, NY",42.887535,-77.2816984
"Colorado Springs, CO",38.8338816,-104.8213634
"La Junta, CO",37.9850091,-103.5438321
"Beverly, MA",42.5584283,-70.880049
"Chelmsford, MA",42.5998139,-71.3672838
"Newburyport, MA",42.8125913,-70.8772751
"Cranbury, NJ",40.3025907,-74.511172
"Egg Harbor Township, NJ",39.3911111,-74.5938889
"Okemah, OK",35.4325854,-96.3050064
"Bainbridge Island, WA",47.6262081,-122.5212448
"Richland Center, WI",43.3347053,-90.3867928
"Killingworth, CT",41.3581869,-72.5645602
"Longwood, FL",28.7030519,-81.3384011
"Pompano Beach, FL",26.2378597,-80.1247667
"Stockbridge, GA",33.5442781,-84.2338093
"Thomaston, GA",32.8881879,-84.3265854
"Franklin, KY",36.722263,-86.5772177
"Laurel, MD",39.0992752,-76.8483061
"Taylor's Falls, MN",45.4019062,-92.6524292
"Cooke City, MT",45.0187722,-109.9344667
"Clovis, NM",34.4047987,-103.2052272
"Sunset Beach, NC",33.880728,-78.512231
"Dillsburg, PA",40.1109255,-77.034978
"Heber City, UT",40.5070087,-111.4133234
"Morgan, UT",41.036056,-111.6768769
"Bayfield, WI",46.8107671,-90.81824
"Spooner, WI",45.8224475,-91.8893431
"Show Low, AZ",34.2542084,-110.0298327
"Wrightwood, CA",34.3608341,-117.6333884
"Holt, MI",42.6405912,-84.5152545
"Nebraska City, NE",40.6765745,-95.8593616
"Lawrenceville, NJ",40.3016375,-74.7361013
"Ocean Grove, NJ",40.2120575,-74.0065258
"Yonkers, NY",40.9312099,-73.8987469
"Marshall, NC",35.7973284,-82.6840251
"Anderson, SC",34.5034394,-82.6501332
"Alma, WI",44.3199654,-91.9148839
"Stevens Point, WI",44.5235792,-89.574563
"Kingman, AZ",35.189443,-114.0530065
"Williams, AZ",35.2494566,-112.1910031
"Monterey, CA",36.6002378,-121.8946761
"Rodeo, CA",38.032977,-122.2669138
"Summerland, CA",34.4213845,-119.5965173
"Crested Butte, CO",38.8697146,-106.9878231
"Ted's Place, CO",40.4255905,-88.0005927
"Sparta, MO",37.0011646,-93.0815678
"Chambersburg, PA",39.9375911,-77.6611022
"Franklin, VA",36.6776507,-76.9224608
"Pinnacles National Park, CA",36.4905655,-121.1824925
"San Miguel, CA",32.715738,-117.1610838
"Yreka, CA",41.7354186,-122.6344708
"Dunnellon, FL",29.0491426,-82.4609331
"Appling, GA",33.545833,-82.315833
"Greenwood, IN",39.6136578,-86.1066526
"Rosemount, MN",44.7394103,-93.1257723
"Fort Lee, NJ",40.8509333,-73.9701381
"Highland, NY",41.7209267,-73.9601382
"Boone, NC",36.216795,-81.6745517
"Pickerington, OH",39.8842304,-82.7535049
"Boiling Springs, PA",40.1498124,-77.1283133
"Athens, TN",35.4428512,-84.5929898
"Edinburg, VA",38.8209466,-78.5658453
"Pt. Orchard, WA",47.5403732,-122.6362492
"Wardensville, WV",39.0751067,-78.5977903
"Calexico, CA",32.6789476,-115.4988834
"Morrison, CO",39.6535988,-105.1910996
"Minneola, FL",28.5744441,-81.7461873
"Cumming, GA",34.2073196,-84.1401926
"Waimea, HI",20.0230556,-155.6716667
"Shwanee, KS",39.0228485,-94.7151865
"Mount Airy, MD",39.3762145,-77.154704
"Montavilla, Portland, OR",45.5195155,-122.5790559
"Easton, PA",40.688432,-75.2207323
"Fredericksburg, TX",30.2752011,-98.8719843
"Somerville, TX",30.3460432,-96.5283022
"Chitina, AK",61.5158333,-144.4369443
"Fox, AK",64.9580556,-147.6183333
"Manley Hot Springs, AK",65.0011111,-150.6338889
"McCarthy, AK",61.4333333,-142.9216667
"Holbrook, AZ",34.9022482,-110.1581768
"N. Flagstaff, AZ",35.1982836,-111.651302
"S. Flagstaff, AZ",35.1982836,-111.651302
"W. Sedona, AZ",34.8697395,-111.7609896
"Winslow, AZ",35.0241873,-110.6973571
"Arcata, CA",40.8665166,-124.0828396
"Cupertino, CA",37.3229978,-122.0321823
"Fairfax, CA",37.9871454,-122.5888686
"Ione, CA",38.3526912,-120.9327177
"Lancaster, CA",34.6867846,-118.1541632
"Valley Springs, CA",38.1915856,-120.8291033
"Stamford, CT",41.0534302,-73.5387341
"Rehoboth Beach, DE",38.7209454,-75.0760137
"Clermont, FL",28.5494447,-81.7728543
"Coconut Creek, FL",26.2517482,-80.1789351
"Hobe Sound, FL",27.059498,-80.1364323
"Skidaway Island, GA",31.9349381,-81.0470536
"Snellville, GA",33.857328,-84.0199108
"Tybee Island, GA",32.0002152,-80.845666
"East Dundee, IL",42.0989145,-88.2714689
"Rochelle, IL",41.9239178,-89.0687073
"Moline, KS",37.3603149,-96.3038876
"Paola, KS",38.5722353,-94.8791294
"Denton, MD",38.8845582,-75.8271563
"Hancock, MD",39.6989809,-78.1797293
"Point of Rocks, MD",39.2758979,-77.5391815
"Truro, MA",41.99477,-70.0490107
"Albion, MI",42.243097,-84.7530304
"Clinton, MI",42.5868882,-82.9195514
"Coldwater, MI",41.9403263,-85.0005215
"Grand Portage, MN",47.963776,-89.6848121
"Jackson, MN",43.6207915,-94.9886022
"Independence, MO",39.0911161,-94.4155068
"Pattonsburg, MO",40.07278,-94.1048254
"Crete, NE",40.6252173,-96.9615141
"Flemington, NJ",40.5123258,-74.8593318
"Little Egg Harbor, NJ",39.6108492,-74.3572646
"Matawan, NJ",40.41483,-74.2295891
"Mullica Hill, NJ",39.7392804,-75.2240718
"Matthews, NC",35.1168131,-80.7236804
"Cincinnati, OH",39.1031182,-84.5120196
"Hermiston, OR",45.8404101,-119.2894605
"Altoona, PA",40.5186809,-78.3947359
"State College, PA",40.7933949,-77.8600012
"Edgefield, SC",33.7895774,-81.9295582
"Salado, TX",30.9471278,-97.5386204
"Burlington, VT",44.4758825,-73.212072
"Floyd, VA",36.9112443,-80.3200502
"Fredericksburg, VA",38.3031837,-77.4605399
"Richmond, VA",37.5407246,-77.4360481
"Old Faithful, Yellowstone National Park, WY",44.4604788,-110.8281376
